source,record_id,application_number,publication_number,patent_number,invention_title,filing_date,filing_year,publication_date,grant_date,first_applicant,applicant_names,assignee_names,cpc_symbols,application_type,source_url,query_year,ticker,parent_company,matched_terms_all,matched_alias_terms,matched_product_terms,matched_text_all,match_fields_all,match_kinds_all,mention_types_all,match_contexts_all,matched_term_count,matched_alias_term_count,matched_product_term_count,match_occurrence_count,max_confidence_score,needs_manual_review,review_reasons_all,best_match_term,best_match_field,best_match_kind
uspto,17655204,17655204,US20230300949A1,,APPARATUSES AND METHODS FOR SEQUENTIAL HEATING OF CRYO-FLUID IN CRYOABLATION SYSTEMS,2022-03-17,2022,2023-09-21,,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17655204,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17655218,17655218,US20230293218A1,,APPARATUSES AND METHODS FOR MONITORING AND CONTROLLING BLEEDING DURING CRYOABLATION TREATMENTS,2022-03-17,2022,2023-09-21,,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17655218,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17655230,17655230,US20230293219A1,12376897,APPARATUSES AND METHODS FOR THE CONTROL AND OPTIMIZATION OF ICE FORMATION DURING CRYOABLATION TREATMENTS,2022-03-17,2022,2023-09-21,2025-08-05,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17655230,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17664228,17664228,US20230377713A1,12148519,APPARATUSES AND METHODS FOR MODELLING AND CONTROL OF ICE FORMATION DURING CRYOABLATION TREATMENTS,2022-05-20,2022,2023-11-23,2024-11-19,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17664228,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17664231,17664231,US20230371997A1,12653598,APPARATUSES AND METHODS FOR ASYMMETRIC ICE FORMATION DURING CRYOABLATION TREATMENTS,2022-05-20,2022,2023-11-23,2026-06-16,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17664231,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17665427,17665427,US20220155256A1,12366551,CAPILLARY ELECTROPHORESIS SYSTEM,2022-02-04,2022,2022-05-19,2025-07-22,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17665427,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17678415,17678415,US20220176160A1,12239850,GENERATING TIME-EFFICIENT TREATMENT FIELD TRAJECTORIES FOR EXTERNAL-BEAM RADIATION TREATMENTS,2022-02-23,2022,2022-06-09,2025-03-04,Varian Medical Systems International AG,Varian Medical Systems International AG,,,Utility,https://patentcenter.uspto.gov/applications/17678415,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems international ag,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17680170,17680170,US20220274757A1,12312142,TOUCHLESS PACKAGE,2022-02-24,2022,2022-09-01,2025-05-27,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/17680170,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17681565,17681565,US20220176158A1,12023519,RADIATION TREATMENT PLANNING FOR DELIVERING HIGH DOSE RATES TO SPOTS IN A TARGET,2022-02-25,2022,2022-06-09,2024-07-02,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17681565,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17681612,17681612,US20220176159A1,11986672,RADIATION TREATMENT PLANNING FOR DELIVERING HIGH DOSE RATES TO SPOTS IN A TARGET,2022-02-25,2022,2022-06-09,2024-05-21,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17681612,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17681731,17681731,US20220275019A1,12686698,FAST DEPROTECTING N-EXOCYCLIC AMINO CYCLIC HYDROCARBON PROCETING GROUPS FOR NUCLEOSIDE PHOSPHORAMIDITES,2022-02-26,2022,2022-09-01,2026-07-21,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/17681731,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17684308,17684308,US20220187386A1,11703552,MAGNETIC FIELD CONCENTRATING AND OR GUIDING DEVICES AND METHODS,2022-03-01,2022,2022-06-16,2023-07-18,Varian Medical Systems Particle Therapy GmbH.,Varian Medical Systems Particle Therapy GmbH.,,,Utility,https://patentcenter.uspto.gov/applications/17684308,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems particle therapy gmbh,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17685411,17685411,US20220184420A1,11745030,MOTION ENABLE MECHANISM WITH CAPACITIVE SENSOR,2022-03-03,2022,2022-06-16,2023-09-05,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17685411,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17690980,17690980,US20220196612A1,,"FILTER ASSEMBLIES, DEPTH INDICATORS, TORQUE-LIMITING FITTINGS, TORQUE-INDICATING FITTINGS, AND SYSTEMS INCORPORATING THE SAME",2022-03-09,2022,2022-06-23,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/17690980,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17691007,17691007,US20220196613A1,12663403,"FILTER ASSEMBLIES, DEPTH INDICATORS, TORQUE-LIMITING FITTINGS, TORQUE-INDICATING FITTINGS, AND SYSTEMS INCORPORATING THE SAME",2022-03-09,2022,2022-06-23,2026-06-23,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17691007,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17696616,17696616,US20220207762A1,11676295,IMAGE CONTOURING USING SPIKING NEURAL NETWORKS,2022-03-16,2022,2022-06-30,2023-06-13,"VARIAN MEDICAL SYSTEMS, INC.","VARIAN MEDICAL SYSTEMS, INC.",,,Utility,https://patentcenter.uspto.gov/applications/17696616,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17697216,17697216,US20230298709A1,12488864,APPARATUSES AND METHODS FOR ADAPTIVELY CONTROLLING CRYOABLATION SYSTEMS,2022-03-17,2022,2023-09-21,2025-12-02,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17697216,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17697430,17697430,US20230293909A1,12005274,"HIGH DOSE RATE RADIOTHERAPY, SYSTEM AND METHOD",2022-03-17,2022,2023-09-21,2024-06-11,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17697430,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17698732,17698732,US20220308019A1,,DETERMINING APPROPRIATENESS OF A SAMPLE SEPARATION APPARATUS FOR EXECUTING AN OPERATION BY SIMULATION,2022-03-18,2022,2022-09-29,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17698732,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17706184,17706184,US20220317102A1,12360090,USING MULTI-COMPONENT TEST SAMPLE FOR DETERMINING REAL PARAMETER VALUE OF SAMPLE SEPARATION,2022-03-28,2022,2022-10-06,2025-07-15,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17706184,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17707290,17707290,US20220218204A1,11607130,SYSTEMS AND METHODS FOR REAL-TIME TARGET VALIDATION FOR IMAGE-GUIDED RADIATION THERAPY,2022-03-29,2022,2022-07-14,2023-03-21,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17707290,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17707805,17707805,US20230310888A1,12311196,MONITOR UNIT OPTIMIZATION CONSTRAINT IN RADIATION TREATMENT PLANNING,2022-03-29,2022,2023-10-05,2025-05-27,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17707805,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17708423,17708423,US20220219017A1,12042670,"IMAGING BASED CALIBRATION SYSTEMS, DEVICES, AND METHODS",2022-03-30,2022,2022-07-14,2024-07-23,Siemens Healthineers International AG,"Siemens Healthineers International AG; VARIAN MEDICAL SYSTEMS, INC.",,,Utility,https://patentcenter.uspto.gov/applications/17708423,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names,company_alias,methods_or_use,siemens healthineers international ag varian medical systems inc,1,1,0,1,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17709060,17709060,US20230310889A1,12186587,"HIGH DOSE RATE RADIOTHERAPY TREATMENT PLANNING, SYSTEM AND METHOD",2022-03-30,2022,2023-10-05,2025-01-07,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17709060,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17709217,17709217,US20230319973A1,12317406,ACCELERATOR AND PARTICLE BEAM TRANSPORT SYSTEMS AND METHODS,2022-03-30,2022,2023-10-05,2025-05-27,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17709217,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17710651,17710651,US20230317310A1,12251581,FLASH ELECTRON APPLICATOR WITH INTEGRATED DOSIMETER,2022-03-31,2022,2023-10-05,2025-03-18,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17710651,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17710970,17710970,US20230310886A1,,BRACHYTHERAPY TREATMENT SYSTEM AND METHOD OF OPERATING THE SYSTEM,2022-03-31,2022,2023-10-05,,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17710970,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17718281,17718281,US20220235772A1,12571393,VACUUM PUMPING SYSTEM HAVING AN OIL-LUBRICATED VACUUM PUMP,2022-04-11,2022,2022-07-28,2026-03-10,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17718281,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17721331,17721331,US20230330437A1,12023522,PHANTOM HOLDER FOR RADIATION THERAPY SYSTEM,2022-04-14,2022,2023-10-19,2024-07-02,"VARIAN MEDICAL SYSTEMS, INC.","VARIAN MEDICAL SYSTEMS, INC.",,,Utility,https://patentcenter.uspto.gov/applications/17721331,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17722146,17722146,US20230330439A1,,PARTICLE BEAM MODULATION SYSTEMS AND METHODS,2022-04-15,2022,2023-10-19,,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17722146,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17725707,17725707,US20220241616A1,11951330,MULTILEAF COLLIMATOR CONE ENABLING STEREOTACTIC RADIOSURGERY,2022-04-21,2022,2022-08-04,2024-04-09,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17725707,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17728857,17728857,US20220328276A1,11854761,RADIATION ANODE TARGET SYSTEMS AND METHODS,2022-04-25,2022,2022-10-13,2023-12-26,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17728857,2022,A,Agilent Technologies,Varian,Varian,,varian,applicant_names; first_applicant,company_alias,methods_or_use,varian medical systems inc,1,1,0,2,0.54,True,context_required_term; single_token_term; low_confidence,Varian,applicant_names,company_alias
uspto,17730032,17730032,US20230343574A1,12500074,CHARACTERIZING QUADRUPOLE TRANSMITTING WINDOW IN MASS SPECTROMETERS,2022-04-26,2022,2023-10-26,2025-12-16,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17730032,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,17730553,17730553,US20220341897A1,11946913,OPERATION OF AN INJECTOR OF A SAMPLE SEPARATION DEVICE,2022-04-27,2022,2022-10-27,2024-04-02,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/17730553,2022,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
