source,record_id,pmid,doi,pmcid,title,abstract,journal,publication_year,publication_date,authors,affiliations,publication_types,keywords,mesh_terms,source_url,query_year,ticker,parent_company,matched_terms_all,matched_alias_terms,matched_product_terms,matched_text_all,match_fields_all,match_kinds_all,mention_types_all,match_contexts_all,matched_term_count,matched_alias_term_count,matched_product_term_count,match_occurrence_count,max_confidence_score,needs_manual_review,review_reasons_all,best_match_term,best_match_field,best_match_kind
pubmed,38584556,38584556,10.2174/0118715206290110240326071909,,Determination of Pralsetinib in Human Plasma and Cerebrospinal Fluid for Therapeutic Drug Monitoring by Ultra-performance Liquid Chromatography-Tandem Mass Spectrometry (UPLC-MS/MS).,"BACKGROUND: Ultra-performance Liquid Chromatography-tandem Mass Spectrometry (UPLC-MS/MS) is widely used for concentration detection of many Tyrosine Kinase Inhibitors (TKIs), including afatinib, crizotinib, and osimertinib. In order to analyze whether pralsetinib takes effect in Rearranged during Transfection (RET)-positive patients with central nervous system metastasis, we aimed to develop a method for the detection of pralsetinib concentrations in human plasma and Cerebrospinal Fluid (CSF) by UPLC-MS/MS. METHODS: The method was developed using the external standard method, and method validation included precision, accuracy, stability, extraction recovery, and matrix effect. Working solutions were all obtained based on stock solutions of pralsetinib of 1mg/mL. The plasma/CSF samples were precipitated by acetonitrile for protein precipitation and then separated on an ACQUITY UPLC HSS T3 column (2.1×100 mm, 1.8 μm) with a gradient elution using 0.1% formic acid (solution A) and acetonitrile (solution B) as mobile phases at a flow rate of 0.4 mL/min. The tandem mass spectrometry was performed by a triple quadrupole linear ion trap mass spectrometry system (QTRAPTM 6500+) with an electrospray ion (ESI) source and Analyst 1.7.2 data acquisition system. Data were collected in Multiple Reaction Monitoring (MRM) and positive ionization mode. RESULTS: A good linear relationship of pralsetinib in both plasma and CSF was successfully established, and the calibration ranges were found to be 1.0-64.0 μg/mL and 50.0ng/mL-12.8 μg/mL for pralsetinib in the plasma and CSF, respectively. Validation was performed, including calibration assessment, selectivity, precision, accuracy, matrix effect, extraction recovery, and stability, and all results have been found to be acceptable. The method has been successfully applied to pralsetinib concentration detection in a clinical sample, and the concentrations have been found to be 475 ng/mL and 61.55 μg/mL in the CSF and plasma, respectively. CONCLUSION: We have developed a quick and effective method for concentration detection in both plasma and CSF, and it can be applied for drug monitoring in clinical practice. The method can also provide a reference for further optimization.",Anti-cancer agents in medicinal chemistry,2024,2024-01-01,Zichen Zhao; Qianlun Pu; Tonglin Sun; Qian Huang; Liping Tong; Ting Fan; Jingyue Kang; Yuhong Chen; Yan Zhang,"Lung Cancer Center, West China Hospital, Sichuan University, Chengdu, Sichuan, China.; Division of Medical Oncology, Cancer Center, West China Hospital, Sichuan University, Chengdu, Sichuan, China.; Advanced Mass Spectrometry Center, Research Core Facility, Frontiers Science Center for Disease-related Molecular Network, West China Hospital, Sichuan University, Chengdu, Sichuan, China.",Journal Article,Pralsetinib; UPLC-MS/MS; cerebrospinal fluid; cerebrospinal fluid (CSF).; plasma; ultra-performance liquid chromatography-tandem mass spectrometry,"Humans; Tandem Mass Spectrometry; Drug Monitoring; Chromatography, High Pressure Liquid; Antineoplastic Agents; Pyrroles; Molecular Structure; Protein Kinase Inhibitors; Liquid Chromatography-Mass Spectrometry; Pyrazoles; Pyridines; Pyrimidines",https://pubmed.ncbi.nlm.nih.gov/38584556/,2024,WAT,Waters Corporation,ACQUITY,,ACQUITY,acquity,abstract,product,methods_or_use,ons were all obtained based on stock solutions of pralsetinib of 1mg ml the plasma csf samples were precipitated by acetonitrile for protein precipitation and then separated on an acquity uplc hss t3 column 2 1100 mm 1 8 m with a gradient elution using 0 1 formic acid solution a and acetonitrile solution b as mobile phases at a flow rate of 0 4 ml min the tandem ma,1,0,1,1,0.97,True,single_token_term,ACQUITY,abstract,product
pubmed,38652517,38652517,10.1080/19420862.2024.2341641,PMC11042060,Targeted CQA analytical control strategy for commercial antibody products: Replacing ion-exchange chromatography methods for charge heterogeneity with multi-attribute monitoring.,"Peptide mapping with mass spectrometry (MS) is an important tool for protein characterization in the biopharmaceutical industry. Historically, peptide mapping monitors post-translational modifications (PTMs) of protein products and process intermediates during development. Multi-attribute monitoring (MAM) methods have been used previously in commercial release and stability testing panels to ensure control of selected critical quality attributes (CQAs). Our goal is to use MAM methods as part of an overall analytical testing strategy specifically focused on CQAs, while removing or replacing historical separation methods that do not effectively distinguish CQAs from non-CQAs due to co-elution. For example, in this study, we developed a strategy to replace a profile-based ion-exchange chromatography (IEC) method using a MAM method in combination with traditional purity methods to ensure control of charge variant CQAs for a commercial antibody (mAb) drug product (DP). To support this change in commercial testing strategy, the charge variant CQAs were identified and characterized during development by high-resolution LC-MS and LC-MS/MS. The charge variant CQAs included PTMs, high molecular weight species, and low molecular weight species. Thus, removal of the IEC method from the DP specification was achieved using a validated LC-MS MAM method on a QDa system to directly measure the charge variant PTM CQAs in combination with size exclusion chromatography (SE-HPLC) and capillary electrophoresis (CE-SDS) to measure the non-PTM charge variant CQAs. Bridging data between the MAM, IEC, and SE-HPLC methods were included in the commercial marketing application to justify removing IEC from the DP specification. We have also used this MAM method as a test for identity to reduce the number of QC assays. This strategy has received approvals from several health authorities.",mAbs,2024,2024-01-01,Adam R Evans; Joseph Mulholland; Michael J Lewis; Ping Hu,"Therapeutics Development & Supply - Analytical Development, Janssen Pharmaceuticals Research and Development, Malvern, PA, USA.",Journal Article,Assay replacement; CQA monitoring; MAM; QDa; control strategy; mass spectrometry; monoclonal antibody; multi-attribute method; multi-attribute monitoring; peptide mapping,"Chromatography, Ion Exchange; Antibodies, Monoclonal; Peptide Mapping; Humans; Protein Processing, Post-Translational; Tandem Mass Spectrometry; Quality Control",https://pubmed.ncbi.nlm.nih.gov/38652517/,2024,WAT,Waters Corporation,QDa,,QDa,qda,abstract,product,benchmark_or_validation,d ptms high molecular weight species and low molecular weight species thus removal of the iec method from the dp specification was achieved using a validated lc ms mam method on a qda system to directly measure the charge variant ptm cqas in combination with size exclusion chromatography se hplc and capillary electrophoresis ce sds to measure the non ptm charge,1,0,1,1,0.82,True,single_token_term,QDa,abstract,product
pubmed,38766522,38766522,10.1155/2024/5535752,PMC11101253,Pharmacokinetic Properties of Baitouweng Decoction in Bama Miniature Pigs: Implications for Clinical Application in Humans.,"Traditional Chinese medicine (TCM) serves as a significant adjunct to chemical treatment for chronic diseases. For instance, the administration of Baitouweng decoction (BTWD) has proven effective in the treatment of ulcerative colitis. However, the limited understanding of its pharmacokinetics (PK) has impeded its widespread use. Chinese Bama miniature pigs possess anatomical and physiological similarities to the human body, making them a valuable model for investigating PK properties. Consequently, the identification of PK properties in Bama miniature pigs can provide valuable insights for guiding the clinical application of BTWD in humans. To facilitate this research, a rapid and sensitive UPLC-MS/MS method has been developed for the simultaneous quantification of eleven active ingredients of BTWD in plasma. Chromatographic separation was conducted using an Acquity UPLC HSS T3 C 18 column and a gradient mobile phase comprising acetonitrile and water (containing 0.1% acetic acid). The methodology was validated in accordance with the FDA Bioanalytical Method Validation Guidance for Industry. The lower limit of quantitation fell within the range of 0.60-2.01 ng/mL. Pharmacokinetic studies indicated that coptisine chloride, berberine, columbamine, phellodendrine, and obacunone exhibited low C max , while fraxetin, esculin, fraxin, and pulchinenoside B 4 were rapidly absorbed and eliminated from the plasma. These findings have implications for the development of effective components in BTWD and the adjustment of clinical dosage regimens.",International journal of analytical chemistry,2024,2024-01-01,Qianqian Xu; Huilan Gao; Fuqiang Zhu; Wenliang Xu; Yubo Wang; Jinwen Xie; Guangjun Guo; Limei Yang; Li Ma; Zhiqiang Shen; Jichang Li,"Shandong Binzhou Animal Science and Veterinary Medicine Academy, Binzhou, China.; College of Veterinary Medicine, Northeast Agricultural University, Harbin, China.; Binzhou Inspection and Testing Center, Binzhou, China.; School of Food and Advanced Technology, Massey University, Palmerston North, New Zealand.; Department of Thoracic Surgery, Binzhou Medical College Hospital, Binzhou, China.",Journal Article,,,https://pubmed.ncbi.nlm.nih.gov/38766522/,2024,WAT,Waters Corporation,ACQUITY,,ACQUITY,acquity,abstract,product,benchmark_or_validation,sensitive uplc ms ms method has been developed for the simultaneous quantification of eleven active ingredients of btwd in plasma chromatographic separation was conducted using an acquity uplc hss t3 c 18 column and a gradient mobile phase comprising acetonitrile and water containing 0 1 acetic acid the methodology was validated in accordance with the fda bioanalyt,1,0,1,1,0.97,True,single_token_term,ACQUITY,abstract,product
pubmed,39105619,39105619,10.1080/15513815.2024.2386659,,Performance Validation of the NeoBase 2 Non-Derivatized MSMS Assay Kit and Cutoff Values Establishment of Term and Preterm Neonates.,"OBJECTIVE: NeoBase 2 Non-derivatized MSMS assay kit (NeoBase 2 kit) was used for newborn screening, the performance of the NeoBase 2 kit should be validated before its implementation in clinical diagnostic laboratories. METHODS: Leftover dried blood spot samples, quality control materials in the NeoBase 2 kit, and proficiency testing materials received from the NSQAP were used. Precision, accuracy, LOD, LLOQ, recovery, and stability were carried out to verify the performance of the Waters ACQUITY TQD MS/MS system with the NeoBase 2 kit for newborn screening. Cutoffs were determined and analytes requiring different cutoffs in preterm neonates were investigated. RESULTS: Within-run and between-run precisions ranged from 3.95% to 14.41%. The accuracy and stability were within 15%. All analytes demonstrated acceptable LOD, LLOQ, and recoveries. Cutoffs for term and preterm neonates were established. CONCLUSIONS: The performance of the NeoBase 2 kit is acceptable and can be implemented in clinical diagnostic laboratories.",Fetal and pediatric pathology,2024,2024-01-01,Zhihui Wan; Wei Liu; Yanhong Zhai; Zhijun Ma; Zheng Cao,"Department of Laboratory Medicine, Beijing Obstetrics and Gynecology Hospital, Capital Medical University, Beijing Maternal and Child Health Care Hospital, Beijing, China.",Journal Article; Validation Study,NeoBase 2 kit; Newborn Screening; Tandem mass spectrometry; cutoff; performance validation,"Humans; Infant, Newborn; Infant, Premature; Neonatal Screening; Tandem Mass Spectrometry; Dried Blood Spot Testing; Reproducibility of Results; Reference Values",https://pubmed.ncbi.nlm.nih.gov/39105619/,2024,WAT,Waters Corporation,ACQUITY,,ACQUITY,acquity,abstract,product,benchmark_or_validation,kit and proficiency testing materials received from the nsqap were used precision accuracy lod lloq recovery and stability were carried out to verify the performance of the waters acquity tqd ms ms system with the neobase 2 kit for newborn screening cutoffs were determined and analytes requiring different cutoffs in preterm neonates were investigated results within,1,0,1,1,0.97,True,single_token_term,ACQUITY,abstract,product
pubmed,39115765,39115765,10.1007/978-1-0716-4059-3_5,,Proteomic Analysis of Secreted Vesicle Proteins from the Plant Cells.,"A working pipeline for proteomic analysis of secreted vesicle proteins from the plant cells has been developed using urea and mass spectrometry-compatible detergent RapiGest SF, where vesicles could be efficiently lysed and membrane-bound proteins could be efficiently dissolved and digested. The vesicle lysis and the protein digestion procedures are performed within one tube to minimize the protein loss. The protein digest is analyzed using LC-MS/MS after desalting with an SPE spin column.","Methods in molecular biology (Clifton, N.J.)",2024,2024-01-01,Haidi Yin; Jianying Wang; Zhong-Ping Yao,"Multi-omics Mass Spectrometry Facility, Shenzhen Medical Academy of Research and Translation, Shenzhen, Guangdong, China.; Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China.; Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China. zhongping.yao@polyu.edu.hk.",Journal Article,LC-MS/MS; Plant cells; Proteomic analysis; Vesicle proteins,"Proteomics; Plant Proteins; Tandem Mass Spectrometry; Chromatography, Liquid; Plant Cells; Secretory Vesicles; Proteome",https://pubmed.ncbi.nlm.nih.gov/39115765/,2024,WAT,Waters Corporation,RapiGest,,RapiGest,rapigest,abstract,product,methods_or_use,a working pipeline for proteomic analysis of secreted vesicle proteins from the plant cells has been developed using urea and mass spectrometry compatible detergent rapigest sf where vesicles could be efficiently lysed and membrane bound proteins could be efficiently dissolved and digested the vesicle lysis and the protein digestion procedures are per,1,0,1,1,0.89,True,single_token_term,RapiGest,abstract,product
pubmed,39233922,39233922,10.3389/fchem.2024.1428547,PMC11371764,Thermal inkjet makes label-free single-cell proteomics accessible and easy.,"In this study, we adapted an HP D100 Single Cell Dispenser - a novel low-cost thermal inkjet (TIJ) platform with impedance-based single cell detection - for dispensing of individual cells and one-pot sample preparation. We repeatedly achieved label-free identification of up to 1,300 proteins from a single cell in a single run using an Orbitrap Fusion Lumos Mass Spectrometer coupled to either an Acquity UPLC M-class system or a Vanquish Neo UHPLC system. The developed sample processing workflow is highly reproducible, robust, and applicable to standardized 384- and 1536-well microplates, as well as glass LC vials. We demonstrate the applicability of the method for proteomics of single cells from multiple cell lines, mixed cell suspensions, and glioblastoma tumor spheroids. As additional proof of robustness, we monitored the results of genetic manipulations and the expression of engineered proteins in individual cells. Our cost-effective and robust single-cell proteomics workflow can be transferred to other labs interested in studying cells at the individual cell level.",Frontiers in chemistry,2024,2024-01-01,Stanislau Stanisheuski; Arpa Ebrahimi; Kavi Aashish Vaidya; Hyo Sang Jang; Liping Yang; Alex Jordan Eddins; Carrie Marean-Reardon; Maria Clara Franco; Claudia Susanne Maier,"Department of Chemistry, Oregon State University, Corvallis, OR, United States.; Department of Biochemistry and Biophysics, College of Science, Oregon State University, Corvallis, OR, United States.; HP Inc., Corvallis, OR, United States.; Center for Translational Science, Florida International University, Port St. Lucie, FL, United States.; Department of Cellular and Molecular Medicine, Herbert Wertheim College of Medicine, Florida International University, Miami, FL, United States.",Journal Article,accessible; automation; commercially available; label-free; single-cell dispensing; single-cell proteomics; thermal inkjet,,https://pubmed.ncbi.nlm.nih.gov/39233922/,2024,WAT,Waters Corporation,ACQUITY,,ACQUITY,acquity,abstract,product,methods_or_use,n we repeatedly achieved label free identification of up to 1 300 proteins from a single cell in a single run using an orbitrap fusion lumos mass spectrometer coupled to either an acquity uplc m class system or a vanquish neo uhplc system the developed sample processing workflow is highly reproducible robust and applicable to standardized 384 and 1536 well micropla,1,0,1,1,0.97,True,single_token_term,ACQUITY,abstract,product
pubmed,39234918,39234918,10.1080/17576180.2024.2387452,PMC11581149,UPLC-MS/MS method for fluconazole determination in plasma and its application in Mexican patients with candidaemia.,"Aim: An accurate and fast ultra-high performance liquid chromatography coupled with tandem mass spectrometry analytical method was developed and validated for quantifying fluconazole levels in human plasma according to the US FDA guidelines. Materials & methods: A simple protein precipitation by acetonitrile was employed for the sample preparation. The chromatographic separation was carried out using isocratic elution of water (0.1% formic acid) and acetonitrile on an Acquity ultra-high performance liquid chromatography HSS T3 column. Samples from ten adult patients diagnosed with candidemia who received fluconazole treatment were analyzed. Results & conclusion: The method demonstrated excellent linearity and stability within the 1-50 μg/ml range (r 2 >0.999). The intraday and interday precision were determined with coefficient of variation values ranging from 1.4 to 4.38% and 2.8 to 6.6%, respectively. This rapid and selective method has successfully analyzed 27 plasma samples. The straightforward sample preparation in a single step and the reduced analysis time make this method suitable for adult patients with candidemia, leading to improved clinical outcomes.",Bioanalysis,2024,2024-01-01,Karla Paulina Valero Rivera; Martin Magaña Aquino; Julia Sagahón Azúa; María Del Carmen Romero Méndez; Susanna Edith Medellín Garibay; Rosa Del Carmen Milán Segovia; Fidel Martínez Gutiérrez; Silvia Romano Moreno,"Departamento de Farmacia, Facultad de Ciencias Químicas, Universidad Autónoma de San Luis Potosí, #6 Ave. Manuel Nava, San Luis Potosí, C.P.78210, México.; Hospital Central ""Dr. Ignacio Morones Prieto"", #2395 Ave. Venustiano Carranza, San Luis Potosí, C.P.78290, México.",Journal Article,LC–MS/MS bioanalysis pharmacokinetics; UPLC–MS/MS; analytical method validation; fluconazole,"Humans; Fluconazole; Tandem Mass Spectrometry; Chromatography, High Pressure Liquid; Candidemia; Mexico; Adult; Antifungal Agents; Reproducibility of Results; Liquid Chromatography-Mass Spectrometry",https://pubmed.ncbi.nlm.nih.gov/39234918/,2024,WAT,Waters Corporation,ACQUITY,,ACQUITY,acquity,abstract,product,methods_or_use,tion by acetonitrile was employed for the sample preparation the chromatographic separation was carried out using isocratic elution of water 0 1 formic acid and acetonitrile on an acquity ultra high performance liquid chromatography hss t3 column samples from ten adult patients diagnosed with candidemia who received fluconazole treatment were analyzed results and c,1,0,1,1,0.97,True,single_token_term,ACQUITY,abstract,product
pubmed,39426352,39426352,10.1016/j.nucmedbio.2024.108966,,Antimicrobial peptide LyeTx I mn∆K labeled with 68 Ga is a potential PET radiopharmaceutical for molecular imaging of infections.,"BACKGROUND: Antimicrobial peptides have been radiolabeled and investigated as molecular diagnostic probes due to their propensity to accumulate in infectious sites rather than aseptic inflammatory lesions. LyeTx I is a cationic peptide from the venom of Lycosa erythrognatha, exhibiting significant antimicrobial activity. LyeTx I mn∆K is a shortened derivative of LyeTx I, with an optimized balance between antimicrobial and hemolytic activities. This study reports the first 68 Ga-radiolabeling of the DOTA-modified LyeTx I mn∆K and primarily preclinical evaluations of [ 68 Ga]Ga-DOTA(K)-LyeTx I mn∆K as a PET radiopharmaceutical for infection imaging. METHODS: DOTA(K)-LyeTx I mn∆K was radiolabeled with freshly eluted 68 Ga. Radiochemical yield (RCY), radiochemical purity (RCP), and radiochemical stability (in saline and serum) were evaluated using ascending thin-layer chromatography (TLC) and reversed-phase high-performance liquid chromatography (RP-HPLC). The radiopeptide's lipophilicity was assessed by determining the logarithm of the partition coefficient (Log P). Serum protein binding (SBP) and binding to Staphylococcus aureus (S. aureus) cells were determined in vitro. Ex vivo biodistribution studies and PET/CT imaging were conducted in healthy mice (control) and mice with infection and aseptic inflammation to evaluate the potential of [ 68 Ga]Ga-DOTA(K)-LyeTx I mn∆K as a specific PET radiopharmaceutical for infections. RESULTS: [ 68 Ga]Ga-DOTA(K)-LyeTx I mn∆K was obtained with a high RCY (>90 %), and after purification through a Sep-Pak C18 cartridge, the RCP exceeded 99 %. Ascending TLC and RP-HPLC showed that the radiopeptide remained stable for up to 3.0 h in saline solution and up to 1.5 h in murine serum. [ 68 Ga]Ga-DOTA(K)-LyeTx I mn∆K exhibited hydrophilic characteristics (Log P = -2.4 ± 0.1) and low SPB (ranging from 23.3 ± 0.4 % at 5 min of incubation to 10.5 ± 1.1 % at 60 min of incubation). The binding of [ 68 Ga]Ga-DOTA(K)-LyeTx I mn∆K to S. aureus cells was proportional to bacterial concentration, with binding percentages of 8.8 ± 0.5 % (0.5 × 10 9 CFU . mL -1 ), 16.2 ± 1.4 % (1.0 × 10 9 CFU . mL -1 ), and 62.2 ± 0.6 % (5.0 × 10 9 CFU . mL -1 ). Ex vivo biodistribution studies and PET/CT images showed higher radiopeptide uptake at the infection site compared to the aseptic inflammation site; the latter was similar to the control group. Target-to-non-target (T/NT) ratios obtained by ex vivo biodistribution data were approximately 1.0, 1.3, and 3.0 at all investigated time intervals for the control, aseptic inflammation, and infection groups, respectively. Furthermore, T/NT ratios obtained from PET/CT images were 1.1 ± 0.1 for the control group and 1.4 ± 0.1 for the aseptic inflammation group. For the infection group, T/NT ratio was 5.0 ± 0.3, approximately 5 times greater compared to the former groups. CONCLUSIONS: The results suggest the potential of [ 68 Ga]Ga-DOTA(K)-LyeTx I mn∆K as a PET radiopharmaceutical for molecular imaging of infections.",Nuclear medicine and biology,2024,2024-01-01,Leonardo Lima Fuscaldi; Ana Claudia Ranucci Durante; Rosina Dapueto; Ana Laura Reyes; Andrea Paolino; Eduardo Savio; Luciana Malavolta; Maria Elena de Lima; Simone Odília Antunes Fernandes; Valbert Nascimento Cardoso; Marycel Figols de Barboza,"Hospital Israelita Albert Einstein, São Paulo, Brazil; Departamento de Ciências Fisiológicas, Faculdade de Ciências Médicas da Santa Casa de São Paulo, São Paulo, Brazil. Electronic address: leonardo.fuscaldi@hotmail.com.; Hospital Israelita Albert Einstein, São Paulo, Brazil.; Centro Uruguayo de Imagenología Molecular, Montevideo, Uruguay.; Hospital Israelita Albert Einstein, São Paulo, Brazil; Departamento de Ciências Fisiológicas, Faculdade de Ciências Médicas da Santa Casa de São Paulo, São Paulo, Brazil.; Departamento de Bioquímica e Imunologia, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Instituto de Ensino e Pesquisa, Santa Casa de Belo Horizonte, Belo Horizonte, Brazil.; Departamento de Análises Clínicas e Toxicológicas, Faculdade de Farmácia, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil.",Journal Article,(68)Ga-labeled peptide; Antimicrobial peptide; Infection imaging; LyeTx I mn∆K; PET/CT imaging,"Gallium Radioisotopes; Animals; Mice; Radiopharmaceuticals; Positron-Emission Tomography; Tissue Distribution; Isotope Labeling; Radiochemistry; Antimicrobial Peptides; Heterocyclic Compounds, 1-Ring; Staphylococcus aureus; Molecular Imaging",https://pubmed.ncbi.nlm.nih.gov/39426352/,2024,WAT,Waters Corporation,Sep-Pak,,Sep-Pak,sep pak,abstract,product,generic_mention,ga ga dota k lyetx i mnk as a specific pet radiopharmaceutical for infections results 68 ga ga dota k lyetx i mnk was obtained with a high rcy 90 and after purification through a sep pak c18 cartridge the rcp exceeded 99 ascending tlc and rp hplc showed that the radiopeptide remained stable for up to 3 0 h in saline solution and up to 1 5 h in murine serum 68 ga g,1,0,1,1,0.88,False,,Sep-Pak,abstract,product
pubmed,39469329,39469329,10.3389/fnut.2024.1459757,PMC11513316,Free and bound phenolic profiles and antioxidant ability of eleven marine macroalgae from the South China Sea.,"Marine macroalgae are of broad interest because of their abundant bioactive phenolic compounds. However, only a few previous studies have focused on bound phenolic compounds. In this study, there were significant differences in total phenolic content, total phlorotannin content, total flavonoid content, and antioxidant ability in free and bound forms, as well as in their bound-to-free ratios, among 11 marine macroalgal species from the South China Sea. Padina gymnospora had the highest total phenolic content of free fractions, and total phlorotannin content, total flavonoid content, and antioxidant activity of free fractions. Sargassum thunbergii had the highest total phlorotannin content of bound fractions, whereas Sargassum oligocystum had the highest total flavonoid content and total phenolic content of bound fractions. Moreover, 15 phenolic acids, 35 flavonoids, 2 stilbenes, 3 bromophenols, and 3 phlorotannins were characterized and quantified using ultra-high-performance liquid chromatography with Xevo triple quadrupole mass spectrometry, and 42 phenolic compounds were reported in the bound fractions of seaweeds for the first time. Among the species, the number and amount of free and bound phenolic compounds varied greatly and the main components were different. Padina gymnospora had the largest total phenolic number, while Turbinaria ornata showed the highest total phenolic amount. Coutaric acid and diosmetin were dominant in Sargassum polycystum , and hinokiflavone was dominant in Caulerpa lentillifera , and cyanidin was dominant in the other seaweeds. Hierarchical cluster analysis was used to divide the seaweed species into seven groups. This study revealed that Padina gymnospora , Sargassum thunbergii , Turbinaria ornata , and Sargassum oligocystum are promising functional food resources.",Frontiers in nutrition,2024,2024-01-01,Ziting Peng; Yujiao Wu; Qiongyao Fu; Juan Xiao,"National Health Commission of the People's Republic of China, Key Laboratory of Control of Tropical Diseases Control, School of Tropical Medicine, Hainan Medical University, Haikou, Hainan, China.; Hainan Engineering Research Center of Aquatic Resources Efficient Utilization in South China Sea, Key Laboratory of Seafood Processing of Haikou, Key Laboratory of Food Nutrition and Functional Food of Hainan Province, School of Food Science and Engineering, Hainan University, Haikou, China.",Journal Article,antioxidant ability; bound phenolic; marine algae; phenolic profile; total flavonoid content; total phenolic content; total phlorotannin content,,https://pubmed.ncbi.nlm.nih.gov/39469329/,2024,WAT,Waters Corporation,Xevo,,Xevo,xevo,abstract,product,methods_or_use,s moreover 15 phenolic acids 35 flavonoids 2 stilbenes 3 bromophenols and 3 phlorotannins were characterized and quantified using ultra high performance liquid chromatography with xevo triple quadrupole mass spectrometry and 42 phenolic compounds were reported in the bound fractions of seaweeds for the first time among the species the number and amount of free a,1,0,1,1,0.96,True,single_token_term,Xevo,abstract,product
pubmed,39512828,39512828,10.3389/fphar.2024.1427553,PMC11540769,"Pharmacokinetics study of atracurium, dexmedetomidine, midazolam and 1-hydroxymidazolam in patients undergoing acute aortic dissection surgery.","OBJECTIVE: An UPLC-MS/MS method was developed and validated for simultaneous determination of atracurium (ATC), dexmedetomidine (DEX), midazolam (MDZ) and 1-hydroxymidazolam (1-OH-MDZ) and the pharmacokinetics of ATC, DEX, MDZ and 1-OH-MDZ in patients undergoing aortic dissection surgery were investigated. METHODS: The analytes were extracted by acetonitrile precipitation and separated on an Acquity UPLC BEH C18 column (2.1 mm × 50 mm, 1.7 μm) with a mobile phase of acetonitrile-0.1% formic acid and a gradient mode. In the positive ion mode, the following mass transition pairs were monitored by multiple reaction monitoring (MRM) for the four analytes and IS: m/z 385.1→206.2 for ATC, m/z 201.2→95.1 for DEX, m/z 326.1→291.1 for MDZ, m/z 341.9→324.0 for 1-OH-MDZ, and 284.9→153.9 for diazepam (IS). Seven male patients undergoing aortic dissection surgery received general anesthesia and intravenous administration of ATC, DEX, and MDZ during the surgery. Venous blood was collected at different time points at the end of surgery and after surgery. The concentrations of ATC, DEX, MDZ, and 1-OH-MDZ were detected, and the pharmacokinetic parameters were calculated. RESULTS: The method showed good linearity for each analyte. The inter-batch precision ranged from 1.37% to 9.87% and the intra-batch precision ranged from 2.41% to 10.72%; the accuracy ranged from 94.33% to 104.51%. Finally, the matrix effect, extraction recovery and stability data met the FDA recommended acceptance criteria for validation of bioanalytical methods. The t 1/2 of ATC, DEX, MDZ and 1-OH-MDZ was (6.74 ± 2.27) h, (9.55 ± 4.93) h, (10.17 ± 5.35) h, and (6.90 ± 2.38) h, the C max , of ATC, DEX, MDZ and 1-OH-MDZ was (1054.20 ± 202.37) ng/mL, (1.93 ± 1.07) ng/mL, (1256.57 ± 389.09) ng/mL, and (1034.39 ± 292.92) ng/mL in patients undergoing aortic dissection surgery, respectively. CONCLUSION: The developed UPLC-MS/MS method for simultaneous determination of ATC, DEX, MDZ and 1-OH-MDZ in patient plasma was accurate, reproducible, specific. After continuous administration of ATC, DEX, and MDZ to patients undergoing surgery for acute aortic dissection, the pharmacokinetics of ATC, DEX, MDZ and 1-OH-MDZ in patients undergoing aortic dissection surgery were studied.",Frontiers in pharmacology,2024,2024-01-01,Huiling Si; Xuanxuan Xu; Yuhao Liang; Shuaibo Shi; Fan Xie; Jie Hu,"Department of Anesthesiology, Luoyang Central Hospital Affiliated to Xinxiang Medical University, luoyang, China.; Department of Anesthesiology, The Second People's Hospital of Panyu, Guangzhou, China.; Department of Anesthesiology, Luoyang Central Hospital, Luoyang, China.",Journal Article,1-hydroxymidazolam; UPLC-MS/MS; atracurium; dexmedetomidine; midazolam; pharmacokinetics,,https://pubmed.ncbi.nlm.nih.gov/39512828/,2024,WAT,Waters Corporation,ACQUITY,,ACQUITY,acquity,abstract,product,methods_or_use,f atc dex mdz and 1 oh mdz in patients undergoing aortic dissection surgery were investigated methods the analytes were extracted by acetonitrile precipitation and separated on an acquity uplc beh c18 column 2 1 mm 50 mm 1 7 m with a mobile phase of acetonitrile 0 1 formic acid and a gradient mode in the positive ion mode the following mass transition pairs were mo,1,0,1,1,0.97,True,single_token_term,ACQUITY,abstract,product
